,part_number,description_x,qty,unit,location,tracking,expiration,lot,available_x,data_available,data_available_flag,part,description_y,uom,onhand,allocated,notavailable,dropship,available_y,onorder,committed,short,Commited_flag
93,FG311,Keto Ultra - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-09-30

Lot#: RKU80809-60
",2021-09-30,"RKU80809-60
",1,0,0,FG311,Keto Ultra - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
94,FG312,Krill- Sample Bottle 30ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-05-31

Lot#: 430527002-60
",2020-05-31,"430527002-60
",1,0,0,FG312,Krill- Sample Bottle 30ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
95,FG313,K2 D3 Max - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-01-31

Lot#: K2D81208-60
",2021-01-31,"K2D81208-60
",1,0,0,FG313,K2 D3 Max - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
96,FG314,L-Arginine NO Blast - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2019-12-31

Lot#: AR71212-60
",2019-12-31,"AR71212-60
",1,0,0,FG314,L-Arginine NO Blast - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
97,FG315,Liver Support - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-11-30

Lot#: LIV81013-60
",2021-11-30,"LIV81013-60
",1,0,0,FG315,Liver Support - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
98,FG316,Magnesium Glycinate - Sample Bottle 60ct,20.00,btl,Stock Bin # D35,"ExpDate: 2020-05-31

Lot#: MAG80516-60
",2020-05-31,"MAG80516-60
",1,0,0,FG316,Magnesium Glycinate - Sample Bottle 60ct,btl,73.00,0.00,0.00,0.0,73.00,0.00,0.00,0.00,0
99,FG316,Magnesium Glycinate - Sample Bottle 60ct,53.00,btl,Stock Bin # D35,"ExpDate: 2021-01-01

Lot#: 11276
",2021-01-01,"11276
",1,0,0,FG316,Magnesium Glycinate - Sample Bottle 60ct,btl,73.00,0.00,0.00,0.0,73.00,0.00,0.00,0.00,0
100,FG317,Male Enhancement - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-08-31

Lot#: 11070-60
",2021-08-31,"11070-60
",1,0,0,FG317,Male Enhancement - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
101,FG318,Max Detox - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-01-31

Lot#: AD90114-60
",2020-01-31,"AD90114-60
",1,0,0,FG318,Max Detox - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
102,FG319,MCT Oil - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-12-31

Lot#: 1736205B-60
",2020-12-31,"1736205B-60
",1,0,0,FG319,MCT Oil - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
103,FG320,Moringa Pure - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-01-31

Lot#: MOR80120-60
",2021-01-31,"MOR80120-60
",1,0,0,FG320,Moringa Pure - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
104,FG321,Natural PCT - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-05-31

Lot#: NP80509-60
",2021-05-31,"NP80509-60
",1,0,0,FG321,Natural PCT - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
105,FG322,Neuro Plus Brain and Focus - Sample Bottle 60ct,23.00,btl,Stock Bin # D35,"ExpDate: 2021-09-30

Lot#: NBE81221-60
",2021-09-30,"NBE81221-60
",1,0,0,FG322,Neuro Plus Brain and Focus - Sample Bottle 60ct,btl,23.00,0.00,0.00,0.0,23.00,0.00,0.00,0.00,0
106,FG323,Resto Night Recovery - Sample Bottle 150ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-11-30

Lot#: RES81009-150
",2021-11-30,"RES81009-150
",1,0,0,FG323,Resto Night Recovery - Sample Bottle 150ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
107,FG324,Omega 3 - Pure Fish Oil 36/24 - Sample Bottle 60ct,24.00,btl,Stock Bin # D35,"ExpDate: 2021-06-30

Lot#: 0118455-60
",2021-06-30,"0118455-60
",1,0,0,FG324,Omega 3 - Pure Fish Oil 36/24 - Sample Bottle 60ct,btl,24.00,0.00,0.00,0.0,24.00,0.00,0.00,0.00,0
108,FG325,Organic Coconut/MCT Oil - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2019-12-21

Lot#: 1736205B-60
",2019-12-21,"1736205B-60
",1,0,0,FG325,Organic Coconut/MCT Oil - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
109,FG327,Phytoceramides - Sample Bottle 30ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-03-31

Lot#: PY305265
",2020-03-31,"PY305265
",1,0,0,FG327,Phytoceramides - Sample Bottle 30ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
110,FG329,Probiotic 40 - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-11-30

Lot#: B80927-60
",2020-11-30,"B80927-60
",1,0,0,FG329,Probiotic 40 - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
111,FG330,Prostate Formula - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-12-31

Lot#: PR81030-60
",2020-12-31,"PR81030-60
",1,0,0,FG330,Prostate Formula - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
112,FG331,Psyllium Husk - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-01-31

Lot#: AD90114-60
",2021-01-31,"AD90114-60
",1,0,0,FG331,Psyllium Husk - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
113,FG332,Resveratrol 50% 600mg - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-02-28

Lot#: RTV90201-60
",2021-02-28,"RTV90201-60
",1,0,0,FG332,Resveratrol 50% 600mg - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
114,FG333,Saffron 88.5mg - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-06-30

Lot#: SAF80603-60
",2021-06-30,"SAF80603-60
",1,0,0,FG333,Saffron 88.5mg - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
115,FG334,Sleep Formula - Sample Bottle 60ct,23.00,btl,Stock Bin # D35,"ExpDate: 2020-07-31

Lot#: SLP80604-60
",2020-07-31,"SLP80604-60
",1,0,0,FG334,Sleep Formula - Sample Bottle 60ct,btl,23.00,0.00,0.00,0.0,23.00,0.00,0.00,0.00,0
116,FG335,Tribulus Pure 90ct - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-08-31

Lot#: TRB80810-90
",2021-08-31,"TRB80810-90
",1,0,0,FG335,Tribulus Pure 90ct - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
117,FG336,Platinum Turmeric - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-12-31

Lot#: PTU81113-60
",2021-12-31,"PTU81113-60
",1,0,0,FG336,Platinum Turmeric - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
118,FG337,Turmeric w/Bioperine - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2022-01-31

Lot#: 11196-60
",2022-01-31,"11196-60
",1,0,0,FG337,Turmeric w/Bioperine - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
119,FG338,Turmeric w/Ginger - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-08-31

Lot#: 11101-60
",2021-08-31,"11101-60
",1,0,0,FG338,Turmeric w/Ginger - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
120,FG339,Ultra Test Natural Testosterone Support - Sample Bottle 90ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-04-30

Lot#: UT80417-90
",2021-04-30,"UT80417-90
",1,0,0,FG339,Ultra Test Natural Testosterone Support - Sample Bottle 90ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
121,FG340,Mens Multiple Vitamin - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-05-31

Lot#: MMV80508-60
",2020-05-31,"MMV80508-60
",1,0,0,FG340,Mens Multiple Vitamin - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
122,FG341,Women Multiple Vitamin - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-05-31

Lot#: WMV80510-60
",2020-05-31,"WMV80510-60
",1,0,0,FG341,Women Multiple Vitamin - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
123,FG342,Vitamin D3 - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-05-31

Lot#: 0117435-60
",2020-05-31,"0117435-60
",1,0,0,FG342,Vitamin D3 - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
124,FG343,Water Shed - Sample Bottle 120ct,25.00,btl,Stock Bin # D35,"ExpDate: 2019-12-31

Lot#: WT060917-120
",2019-12-31,"WT060917-120
",1,0,0,FG343,Water Shed - Sample Bottle 120ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
125,FG344,White Kidney Bean - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-05-31

Lot#: WKB80504-60
",2021-05-31,"WKB80504-60
",1,0,0,FG344,White Kidney Bean - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
126,FG345,Diabetic Support - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-03-31

Lot#: WMB60601-60
",2020-03-31,"WMB60601-60
",1,0,0,FG345,Diabetic Support - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
127,FG346,Total Pet Health - Sample Bottle 60ct,23.00,btl,Stock Bin # D35,"ExpDate: 2019-12-31

Lot#: 10335-60
",2019-12-31,"10335-60
",1,0,0,FG346,Total Pet Health - Sample Bottle 60ct,btl,48.00,0.00,0.00,0.0,48.00,0.00,0.00,0.00,0
128,FG346,Total Pet Health - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2019-12-31

Lot#: 10935-60
",2019-12-31,"10935-60
",1,0,0,FG346,Total Pet Health - Sample Bottle 60ct,btl,48.00,0.00,0.00,0.0,48.00,0.00,0.00,0.00,0
129,FG347,Pet Hair and Coat - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2019-12-31

Lot#: 10935-60
",2019-12-31,"10935-60
",1,0,0,FG347,Pet Hair and Coat - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
130,FG348,Pet Eye Health - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2019-12-31

Lot#: 10935-60
",2019-12-31,"10935-60
",1,0,0,FG348,Pet Eye Health - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
131,FG349,Pet Tooth Health - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2019-12-31

Lot#: 10935-60
",2019-12-31,"10935-60
",1,0,0,FG349,Pet Tooth Health - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
132,FG350,Pet Joint w/Turmeric - Sample Bottle 60ct,24.00,btl,Stock Bin # D35,"ExpDate: 2020-01-31

Lot#: 10955-60
",2020-01-31,"10955-60
",1,0,0,FG350,Pet Joint w/Turmeric - Sample Bottle 60ct,btl,24.00,0.00,0.00,0.0,24.00,0.00,0.00,0.00,0
133,FG351,Pet Turmeric - Sample Bottle 60ct,23.00,btl,Stock Bin # D35,"ExpDate: 2019-01-31

Lot#: 10935-60
",2019-01-31,"10935-60
",1,0,0,FG351,Pet Turmeric - Sample Bottle 60ct,btl,23.00,0.00,0.00,0.0,23.00,0.00,0.00,0.00,0
134,FG352,African Mango Ultra- Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-09-30

Lot#: RKU80809-60
",2021-09-30,"RKU80809-60
",1,0,0,FG352,African Mango Ultra- Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
135,L#205,"OxyGen Unlimited, Exceptional Health Products, OxyActin - 60ct Label",197.00,ea,Quarantine Labels,,,,1,0,0,L#205,"OxyGen Unlimited, Exceptional Health Products, OxyActin - 60ct Label",ea,197.00,0.00,0.00,0.0,197.00,0.00,0.00,0.00,0
136,L#246,"Neuropharmacology Research, Dr. Scott's Natural Sleep Remedy - 60ct Label",218.00,ea,Quarantine Labels,,,,1,0,0,L#246,"Neuropharmacology Research, Dr. Scott's Natural Sleep Remedy - 60ct Label",ea,"1,133.00",0.00,0.00,0.0,"1,133.00",0.00,0.00,0.00,0
137,L#263,"aSquared Brands, Berberine - 180ct Label","1,480.00",ea,Quarantine Labels,,,,1,0,0,L#263,"aSquared Brands, Berberine - 180ct Label",ea,"3,072.00",0.00,0.00,0.0,"3,072.00",0.00,0.00,0.00,0
138,L#282,"aSquared Brands, DHEA 100mg - 200ct Label","4,420.00",ea,Quarantine Labels,,,,1,0,0,L#282,"aSquared Brands, DHEA 100mg - 200ct Label",ea,"6,697.00",0.00,0.00,0.0,"6,697.00",0.00,0.00,0.00,0
139,L#299,"aSquared Brands, Magnesium Citrate - 200ct Label","2,965.00",ea,Quarantine Labels,,,,1,0,0,L#299,"aSquared Brands, Magnesium Citrate - 200ct Label",ea,"3,509.00",0.00,0.00,0.0,"3,509.00",0.00,0.00,0.00,0
140,L#306,"aSquared Brands, Resveratrol + Polyphenols - 180ct label","2,439.00",ea,Quarantine Labels,,,,1,0,0,L#306,"aSquared Brands, Resveratrol + Polyphenols - 180ct label",ea,"2,439.00",0.00,0.00,0.0,"2,439.00",0.00,0.00,0.00,0
141,L#308-OC,"TC Best LLC, Sea Moss Plus - 60ct Label (Organic Certified)","19,006.00",ea,Quarantine Labels,,,,1,0,0,L#308-OC,"TC Best LLC, Sea Moss Plus - 60ct Label (Organic Certified)",ea,"29,998.00","33,000.00",0.00,0.0,0.00,0.00,0.00,"3,002.00",0
142,L#318,"Dr. Barry's Remedies, Hiatal Health Tablet - 90 ct","5,750.00",ea,Quarantine Labels,,,,1,0,0,L#318,"Dr. Barry's Remedies, Hiatal Health Tablet - 90 ct",ea,"5,836.00",0.00,0.00,0.0,"5,836.00",0.00,0.00,0.00,0
143,L#319,"Dr. Barry's Remedies, Resp Relief - 120 ct",850.00,ea,Quarantine Labels,,,,1,0,0,L#319,"Dr. Barry's Remedies, Resp Relief - 120 ct",ea,"1,066.00",0.00,0.00,0.0,"1,066.00",0.00,0.00,0.00,0
144,L#322,"Dr. Barry's Remedies, Emotional Ease - 120 ct",502.00,ea,Quarantine Labels,,,,1,0,0,L#322,"Dr. Barry's Remedies, Emotional Ease - 120 ct",ea,502.00,0.00,0.00,0.0,502.00,0.00,0.00,0.00,0
145,L#348,"BeLive, Inositol Capsule - 90ct Label","10,000.00",ea,Quarantine Labels,,,,1,0,0,L#348,"BeLive, Inositol Capsule - 90ct Label",ea,"10,000.00",0.00,0.00,0.0,"10,000.00",0.00,0.00,0.00,0
146,L#352,"Number One Nutrition, White Mulberry Leaf Extract - 200 ct Label","3,152.00",ea,Quarantine Labels,,,,1,0,0,L#352,"Number One Nutrition, White Mulberry Leaf Extract - 200 ct Label",ea,"6,959.00",0.00,0.00,0.0,"6,959.00",0.00,0.00,0.00,0
147,L#360,"Nature Gains LLC, Natu Roids - 120ct Label","5,796.00",ea,Quarantine Labels,,,,1,0,0,L#360,"Nature Gains LLC, Natu Roids - 120ct Label",ea,"5,876.00","3,300.00",0.00,0.0,"2,576.00","7,800.00",0.00,0.00,0
148,L#366,"Dr. Rath International, Inc., Healthy Immunity (U.S.) - 60ct Label",89.00,ea,Quarantine Labels,,,,1,0,0,L#366,"Dr. Rath International, Inc., Healthy Immunity (U.S.) - 60ct Label",ea,401.00,0.00,0.00,0.0,401.00,0.00,0.00,0.00,0
149,L#367,"Regentec Ptd Lte, Joint Support NATURAL Color Coated Tablets - 180ct Label","45,000.00",ea,Quarantine Labels,,,,1,0,0,L#367,"Regentec Ptd Lte, Joint Support NATURAL Color Coated Tablets - 180ct Label",ea,"45,000.00",0.00,0.00,0.0,"45,000.00",0.00,0.00,0.00,0
150,L#368,"Number One Nutrition, Magnesium Citrate - 120 ct Label",646.00,ea,Quarantine Labels,,,,1,0,0,L#368,"Number One Nutrition, Magnesium Citrate - 120 ct Label",ea,"1,128.00",0.00,0.00,0.0,"1,128.00","1,980.00",0.00,0.00,0
151,L#390,"Benevolent Nourishments, Berberine HCl - 120 ct Label",247.00,ea,Quarantine Labels,,,,1,0,0,L#390,"Benevolent Nourishments, Berberine HCl - 120 ct Label",ea,538.00,0.00,0.00,0.0,538.00,0.00,0.00,0.00,0
152,L#398,"Enrich LLC, Fulvic & Humic Acids - 60 ct Label",603.00,ea,Quarantine Labels,,,,1,0,0,L#398,"Enrich LLC, Fulvic & Humic Acids - 60 ct Label",ea,844.00,0.00,0.00,0.0,844.00,0.00,0.00,0.00,0
153,L#413,NatureGenX Sea Moss + Elderberry + Fulvic Minerals - 60ct - TC Best,519.00,ea,Quarantine Labels,"ExpDate: 2022-10-21

Lot#: 10-21-2021
",2022-10-21,"10-21-2021
",1,0,0,L#413,NatureGenX Sea Moss + Elderberry + Fulvic Minerals - 60ct - TC Best,ea,519.00,0.00,0.00,0.0,519.00,0.00,0.00,0.00,0
154,L#420,"V-Brilliance Healthcare Co. LTD, Prenatal Multivitamin Capsule - 60 ct Label","1,349.00",ea,Quarantine Labels,,,,1,0,0,L#420,"V-Brilliance Healthcare Co. LTD, Prenatal Multivitamin Capsule - 60 ct Label",ea,"1,981.00",0.00,0.00,0.0,"1,981.00",0.00,0.00,0.00,0
155,L#427,"Gorilla Mind LLC, Curcumin C3 ComplexÂ® - 60 ct Label",831.00,ea,Quarantine Labels,,,,1,0,0,L#427,"Gorilla Mind LLC, Curcumin C3 ComplexÂ® - 60 ct Label",ea,831.00,0.00,0.00,0.0,831.00,0.00,0.00,0.00,0
156,L#430,"Dr. Rath International Inc., Healthy Collagen Capsule - 120 ct Label",408.00,ea,Quarantine Labels,,,,1,0,0,L#430,"Dr. Rath International Inc., Healthy Collagen Capsule - 120 ct Label",ea,599.00,0.00,0.00,0.0,599.00,0.00,0.00,0.00,0
157,L#436,"Tru Body Wellness, Silagen Bruise Supplement - 14 ct Label",781.00,ea,Quarantine Labels,,,,1,0,0,L#436,"Tru Body Wellness, Silagen Bruise Supplement - 14 ct Label",ea,"6,690.00",0.00,0.00,0.0,"6,690.00",0.00,0.00,0.00,0
158,L#436,"Tru Body Wellness, Silagen Bruise Supplement - 14 ct Label","1,327.00",ea,Warehouse Floor,,,,1,0,0,L#436,"Tru Body Wellness, Silagen Bruise Supplement - 14 ct Label",ea,"6,690.00",0.00,0.00,0.0,"6,690.00",0.00,0.00,0.00,0
159,L#462,"Pogue Medical Services, Nerve Reverse - 60 ct Label","2,784.00",ea,Quarantine Labels,,,,1,0,0,L#462,"Pogue Medical Services, Nerve Reverse - 60 ct Label",ea,"3,591.00",0.00,0.00,0.0,"3,591.00",0.00,0.00,0.00,0
160,L#465,"Dr. Rath International, Inc., Phytobiologicals Basic Formula - 60 ct Label",281.00,ea,Quarantine Labels,,,,1,0,0,L#465,"Dr. Rath International, Inc., Phytobiologicals Basic Formula - 60 ct Label",ea,281.00,0.00,0.00,0.0,281.00,0.00,0.00,0.00,0
161,L#467,"Pogue Medical Services, Nerve Reverse - 180 ct Label",167.00,ea,Quarantine Labels,,,,1,0,0,L#467,"Pogue Medical Services, Nerve Reverse - 180 ct Label",ea,380.00,0.00,0.00,0.0,380.00,0.00,0.00,0.00,0
162,L#468,"Goodness Lover LLC, Prebiotic (Unflavored) - 30 ct Label",201.00,ea,Quarantine Labels,,,,1,0,0,L#468,"Goodness Lover LLC, Prebiotic (Unflavored) - 30 ct Label",ea,201.00,0.00,0.00,0.0,201.00,"5,750.00",0.00,0.00,0
163,L#473,"Acton Barnsley Limited, SyntMos - 120 ct Label",392.00,ea,Quarantine Labels,,,,1,0,0,L#473,"Acton Barnsley Limited, SyntMos - 120 ct Label",ea,392.00,0.00,0.00,0.0,392.00,0.00,0.00,0.00,0
164,L#474-OC,"O Nutritions, Super Cell Food (White and Yellow) - 60 ct Label","17,210.00",ea,Quarantine Labels,,,,1,0,0,L#474-OC,"O Nutritions, Super Cell Food (White and Yellow) - 60 ct Label",ea,"24,823.00",0.00,0.00,0.0,"24,823.00","14,950.00",0.00,0.00,0
165,L#477,"Embrace Pangaea, BioForceâ¢ - 120 ct Label",477.00,ea,Quarantine Labels,,,,1,0,0,L#477,"Embrace Pangaea, BioForceâ¢ - 120 ct Label",ea,719.00,0.00,0.00,0.0,719.00,0.00,0.00,0.00,0
166,L#482,"aSquared Brands, Turmeric Curcumin - 180 ct Label",444.00,btl,Quarantine Labels,,,,1,0,0,L#482,"aSquared Brands, Turmeric Curcumin - 180 ct Label",btl,756.00,0.00,0.00,0.0,756.00,0.00,0.00,0.00,0
167,L#483,"Centinela Medical Center, Testosterone Booster - 120 ct Label",429.00,ea,Quarantine Labels,,,,1,0,0,L#483,"Centinela Medical Center, Testosterone Booster - 120 ct Label",ea,429.00,0.00,0.00,0.0,429.00,0.00,0.00,0.00,0
168,L#484,"Nature Gains LLC, Natu Roids - 60ct Label",83.00,ea,Quarantine Labels,,,,1,0,0,L#484,"Nature Gains LLC, Natu Roids - 60ct Label",ea,83.00,"1,320.00",0.00,0.0,0.00,0.00,0.00,"1,237.00",0
169,L#486,Be Fulfilled - Exhale PM - 90 ct Label,314.00,ea,Quarantine Labels,,,,1,0,0,L#486,Be Fulfilled - Exhale PM - 90 ct Label,ea,314.00,0.00,0.00,0.0,314.00,0.00,0.00,0.00,0
170,L#489,"Spartis, LLC, Immune Complex - 120 ct Label","11,797.00",ea,Quarantine Labels,,,,1,0,0,L#489,"Spartis, LLC, Immune Complex - 120 ct Label",ea,"13,287.00","44,000.00",0.00,0.0,0.00,"7,100.00",0.00,"30,713.00",0
171,L#490,Supplement Manufacturing Partner - Juvenon Reprieve Capsule - 60 ct - Label,412.00,ea,Quarantine Labels,,,,1,0,0,L#490,Supplement Manufacturing Partner - Juvenon Reprieve Capsule - 60 ct - Label,ea,412.00,0.00,0.00,0.0,412.00,0.00,0.00,0.00,0
172,L#491,"aSquared Brands, Methyl Folate 15mg + Glycine 250mg - 90 ct Label","3,924.00",ea,Quarantine Labels,,,,1,0,0,L#491,"aSquared Brands, Methyl Folate 15mg + Glycine 250mg - 90 ct Label",ea,"3,924.00",0.00,0.00,0.0,"3,924.00",0.00,0.00,0.00,0
173,L#492,Pogue Medical Services - Free Life Labs Bio-5 - 60 ct Label,438.00,ea,Quarantine Labels,,,,1,0,0,L#492,Pogue Medical Services - Free Life Labs Bio-5 - 60 ct Label,ea,438.00,0.00,0.00,0.0,438.00,"4,800.00",0.00,0.00,0
174,L#493,"Just Jandi, LLC - Multi Collagen Complex Powder - 48 serving Label",39.00,ea,Quarantine Labels,,,,1,0,0,L#493,"Just Jandi, LLC - Multi Collagen Complex Powder - 48 serving Label",ea,39.00,0.00,0.00,0.0,39.00,0.00,0.00,0.00,0
175,L#494,Longrich America Int'l Inc. - Cordyceps Militaris Capsule - 60 ct Label,451.00,ea,Quarantine Labels,,,,1,0,0,L#494,Longrich America Int'l Inc. - Cordyceps Militaris Capsule - 60 ct Label,ea,451.00,0.00,0.00,0.0,451.00,0.00,0.00,0.00,0
176,L#495,Nature Gains LLC - Natu Roids Capsule - 120 ct AMAZON BARCODE,"5,336.00",ea,Quarantine Labels,,,,1,0,0,L#495,Nature Gains LLC - Natu Roids Capsule - 120 ct AMAZON BARCODE,ea,"5,336.00","3,300.00",0.00,0.0,"2,036.00","5,450.00",0.00,0.00,0
177,L#496,Nature Gains LLC - Natu Roids Capsule - 60 ct AMAZON BARCODE,"1,130.00",ea,Quarantine Labels,,,,1,0,0,L#496,Nature Gains LLC - Natu Roids Capsule - 60 ct AMAZON BARCODE,ea,"1,130.00",0.00,0.00,0.0,"1,130.00",0.00,0.00,0.00,0
178,L#497,"Krock, LLC - Super Green Food Powder [Unflavored] - 30 serving Label",117.00,ea,Quarantine Labels,,,,1,0,0,L#497,"Krock, LLC - Super Green Food Powder [Unflavored] - 30 serving Label",ea,117.00,0.00,0.00,0.0,117.00,0.00,0.00,0.00,0
179,L#502,Dr. Rath International Inc. - YouCell-V - 60 ct Label,312.00,ea,Quarantine Labels,,,,1,0,0,L#502,Dr. Rath International Inc. - YouCell-V - 60 ct Label,ea,312.00,0.00,0.00,0.0,312.00,0.00,0.00,0.00,0
180,L#503,Mimi's Rock Corp - Dr. Tobias Adult Multivitamin - 100 ct Label,540.00,ea,Quarantine Labels,,,,1,0,0,L#503,Mimi's Rock Corp - Dr. Tobias Adult Multivitamin - 100 ct Label,ea,540.00,0.00,0.00,0.0,540.00,0.00,0.00,0.00,0
181,L#506,Almark Products Inc (dba Doctors Premium) - Doctors Premium VitaControl - 30 ct Label,"2,324.00",ea,Quarantine Labels,,,,1,0,0,L#506,Almark Products Inc (dba Doctors Premium) - Doctors Premium VitaControl - 30 ct Label,ea,"2,324.00",0.00,0.00,0.0,"2,324.00",0.00,0.00,0.00,0
182,L#508,"Hard Iron Labs / Built by Nature, L-Carnitine 1000 mg - 60 ct Label",229.00,ea,Quarantine Labels,,,,1,0,0,L#508,"Hard Iron Labs / Built by Nature, L-Carnitine 1000 mg - 60 ct Label",ea,229.00,0.00,0.00,0.0,229.00,0.00,0.00,0.00,0
183,L#509,"Hard Iron Labs / Clark Supplements, L-Carnitine 1000 mg - 60 ct Label",249.00,ea,Quarantine Labels,,,,1,0,0,L#509,"Hard Iron Labs / Clark Supplements, L-Carnitine 1000 mg - 60 ct Label",ea,249.00,0.00,0.00,0.0,249.00,0.00,0.00,0.00,0
184,L#510,"Hard Iron Labs / Built by Nature, L-Carnitine 1000 mg - 180 ct Label",149.00,ea,Quarantine Labels,,,,1,0,0,L#510,"Hard Iron Labs / Built by Nature, L-Carnitine 1000 mg - 180 ct Label",ea,149.00,0.00,0.00,0.0,149.00,0.00,0.00,0.00,0
185,L#511,"Hard Iron Labs / Clark Supplements, L-Carnitine 1000 mg - 180 ct Label",144.00,ea,Quarantine Labels,,,,1,0,0,L#511,"Hard Iron Labs / Clark Supplements, L-Carnitine 1000 mg - 180 ct Label",ea,144.00,0.00,0.00,0.0,144.00,0.00,0.00,0.00,0
